;01.01.10;01.01.20;01.02.10;01.02.20;01.02.30;01.02.40;01.03.10;01.03.20;01.03.30;01.04.10;01.20.10;01.20.20;01.61.10;01.81.10;01.81.20;01.82.10;01.82.20;01.82.30;01.83.10;01.83.20;01.83.30;01.84.10;01.85.10;01.86.10;01.88.10;01.88.20;01.H;02.01.10;02.01.20;02.02.10;02.02.20;02.02.30;02.02.40;02.03.10;02.03.20;02.03.30;02.04.10;02.62.10;02.81.10;02.81.20;02.82.10;02.82.20;02.82.30;02.83.10;02.83.20;02.83.30;02.84.10;02.85.10;02.86.10;02.H;03.01.10;03.01.20;03.02.10;03.02.20;03.02.30;03.02.40;03.03.10;03.03.20;03.03.30;03.04.10;03.62.10;03.81.10;03.81.20;03.82.10;03.82.20;03.82.30;03.83.10;03.83.20;03.83.30;03.84.10;03.85.10;03.86.10;03.H;04.05.10;04.63.10;04.64.10;04.65.10;04.73.10;04.82.10;04.82.20;04.82.30;04.83.10;04.83.20;04.83.30;04.84.10;04.85.10;04.86.10;04.88.10;04.88.20;04.H;05.01.10;05.01.20;05.02.10;05.02.20;05.02.30;05.02.40;05.03.10;05.03.20;05.03.30;05.04.10;05.06.10;05.06.20;05.06.30;05.07.10;05.07.20;05.07.30;05.07.40;05.15.10;05.81.10;05.81.20;05.82.10;05.82.20;05.82.30;05.83.10;05.83.20;05.83.30;05.84.10;05.85.10;05.86.10;05.H;06.08.10;06.08.20;06.08.30;06.81.10;06.81.20;06.82.10;06.82.20;06.82.30;06.83.10;06.83.20;06.83.30;06.84.10;06.85.10;06.86.10;06.88.10;06.88.10;06.H;07.66.20;07.67.10;07.67.20;07.68.10;07.69.10;07.70.10;07.71.10;07.71.20;07.80.10;07.80.20;07.87.10;07.88.10;07.88.20;07.H;08.09.10;08.09.20;08.10.10;08.10.20;08.10.30;08.11.10;08.11.15;08.11.20;08.11.30;08.11.40;08.11.50;08.11.60;08.11.70;08.11.80;08.11.90;08.12.10;08.13.10;08.13.20;08.13.30;08.13.40;08.13.50;08.14.10;08.14.20;08.72.10;08.75.10;08.83.10;08.83.20;08.83.30;08.84.10;08.85.10;08.86.10;08.88.10;08.88.20;08.H;09.01.10;09.01.20;09.02.10;09.02.20;09.02.30;09.02.40;09.03.10;09.03.20;09.03.30;09.81.10;09.81.20;09.82.10;09.82.20;09.82.30;09.83.10;09.83.20;09.83.30;09.84.10;09.85.10;09.86.10;09.89.10;09.H;10.39.10;10.39.20;10.39.30;10.83.10;10.83.20;10.83.30;10.84.10;10.85.10;10.86.10;10.H;11.32.10;11.33.10;11.82.10;11.82.20;11.82.30;11.83.10;11.83.20;11.83.30;11.84.10;11.85.10;11.86.10;11.H;12.35.10;12.35.20;12.35.30;12.35.40;12.35.50;12.35.60;12.35.70;12.36.10;12.82.10;12.82.20;12.82.30;12.83.10;12.83.20;12.83.30;12.85.10;12.86.10;12.H;13.31.10;13.31.20;13.31.30;13.38.10;13.38.20;13.82.10;13.82.20;13.82.30;13.H;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0361;19930506;W;Alkmaar;19930506;Cataloniëstraat;;76;;;;1827CS;;;;;;;;;;;;A;;;;;;19930506;19941001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lg01_683;2172198086;999994025;Mirjam;;;Goulouse;19931226;Algiers;6047;V;;;;;;1999;20140908;paspoort 6047;;;;;20140908;20140908;;;;;;;;;;;;;;;;;;;;;;;;00000000;20140908;;;;;;;;;;;;;;;;;;;;;;00000000;20140908;;0100;301;;;;;;;;;;;00000000;20140908;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20141010;0599;6030;0599;20A1563;;;;;;;;20141010;20141107;;;;;20141010;O;20140908;;0;;;0002;20141010121500000;;;;;1999;20140908;;;;;;;;;;;;;;;6047;20140908;Pins Maritimes ;El Mohammadia, Algiers;;;;I;;;;;;20140908;20140908;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lg01_370;9024690761;999990585;Phantasos;;;Olympos;19890401;0519;6030;M;;;E;;;0530;19940930;PKA;;;;;19890401;19940930;;;;;;Pia;;;Olympos;19600215;0519;6030;V;19890401;;;0530;19940930;PK;;;;;19890401;19940930;;;;;;;;;;;;;;;0530;19940930;PK;;;;;19890401;19940930;;0001;017;;;;;;;;;;;19890401;19940930;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20100104;E;19940930;0530;0;;;0006;20160901123600000;P;;;;0530;19890401;;;;;;;;;;;;;;;6003;20100104;;;;;;I;;080000;20100104;;;20100104;20100104;;;58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0530;19890401;W;;19890401;Landhoofd;;75;;;;3223DL;;;;;;;;;;;;A;;;;;;19890401;19940930;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lg01_586;5082967070;999993501;Widolf;;von;Thursen;20010505;0530;6030;M;;;E;0530;1AA0047;;;;;;;;20010505;20010505;;;;1684203947;999991784;Audumla;;de;Jotun;19650101;0530;6030;V;20010505;0530;1AA0047;;;;;;;;20010505;20010505;;3597657409;999995248;Ymir;;von;Thursen;19600101;0530;6030;M;20010505;0530;1AA0047;;;;;;;;20010505;20010505;;0001;017;;;;;;;;;;;20010505;20010505;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20010505;;0;;;0004;20160901123600000;;;;;0530;20010505;W;;20010505;Cronus;;555;;;;3225TD;;;;;;;;;;;;A;;;;;;20010505;20010505;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lg01_380;5306715179;999991024;Leo;;;Larussen;19800123;0530;6030;M;;;E;;;0530;19940930;PKA;;;;;19800123;19951002;;;;;;Leontien;;;Larussen;19391210;0391;6030;V;19800123;;;0530;19940930;PK;;;;;19800123;19940930;;;;;;;;;;;;;;;0530;19940930;PK;;;;;19800123;19940930;;0001;001;;;;0530;19940930;PK;;;;;19800123;19940930;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20191201;E;19940930;0530;0;;;0005;20200501123600000;P;;;;1999;20191201;;;;;;;;;;;;;;;7054;20191201;Jumeirah Madinat Al Sulouh;Dubai;;;;I;;;;;;20191201;20191201;;;58;7819813828;999992636;Bruno;;;Larussen;20010123;0530;6030;0530;1AA0015;;;;;;;;20010123;20010123;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0530;19800123;W;;19800123;Plataanlaan;Plataanlaan;4;;;;3224TT;Hellevoetsluis;0530010002125114;0530200002146122;;;;;;;;;T;;;;;;20111108;20111108;;;58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0530;19800123;W;;19800123;Plataanlaan;;4;;;;3224TT;;;;;;;;;;;;A;;;;;;19800123;19940930;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lg01_398;5657046598;999993094;Sunshine;;;Zonneveld;19990303;1904;6030;V;;;E;1904;10A0604;;;;;;;;19990303;19990306;;;;;;Lisette;;;Wijkerveld;19520320;Clermont-Ferrand;5002;V;19990303;1904;10A0603;;;;;;;;19990303;19990306;;;;Johannes Jacobus;;;Zonneveld;19690609;1810;6030;M;19990303;1904;10A0604;;;;;;;;19990303;19990306;;0001;017;;;;;;;;;;;19990303;19990306;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19990303;1810;0;;;0008;11111111153015000;P;;;;1810;20000610;W;;20000610;Van Wijngaerdenstraat;Van Wijngaerdenstraat;1;;;;2596TW;Toetsoog;1810010010001001;1810200010001001;;;;;;;;;T;;;;;;20000610;20000610;;;58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1810;19990303;W;;19990303;Van Wijngaerdenstraat;;1;;;;2596TW;;;;;;;;;;;;A;;;;;;19990303;19990306;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lg01_280;3726505925;999993033;Melano Thathia;;;Zestafoni;19900725;Koetaisi;9049;V;;;;;;1999;20120826;pas 6064;;;;;00000000;20120826;0001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0030;;;;;;;;;;;;00000000;20120826;0001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20120826;R;20120826;;0;20120828;sofinummer aanvragen;0003;20120828160515000;;0001;;;1999;20120826;;;;;;;;;;;;;;;7028;20120826;3-A, Kazbegi Avenue ;Tbilisi 0160;Entrance 2, 4th floor, Apt. 22;;;I;;;;;;20120826;20120828;0001;;58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1999;20120826;;;;;;;;;;;;;;;7028;20120826;3-A, Kazbegi Avenue ;Tbilisi 0160/0161;Entrance 2, 4th floor, Apt. 22;;;I;;;;;O;20120826;20120826;0001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lg01_350;6489378262;999993537;Circe;;;Homeros;20021220;0530;6030;V;;;E;0530;1AA0025;;;;;;;;20021220;20021220;;;;8435607371;999990937;Barbara;;;Bultenaar;19800123;0530;6030;V;20021220;0530;1AA0025;;;;;;;;20021220;20021220;;2986307045;999993562;Lennert;;;Lapzwans;19800123;0530;6030;M;20021220;0530;1AA0025;;;;;;;;20021220;20021220;;0001;017;;;;;;;;;;;20021220;20021220;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091201;0530;6030;0530;2 A0025;;;;;;;;20091201;20091201;;;;;20091201;O;20021220;;0;;;0005;20160901123600000;;;;;0530;20021220;W;;20021220;Jasmijn;;55;;;;3224RC;;;;;;;;;;;;A;;;;;;20021220;20021220;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;D;;;;;;;;;20021226;20021226;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lg01_313;4537853450;000009842;Artem;;;Sahakian;19931008;Hrazdan;5054;M;;;E;;;0518;20120810;voe;;;;;00000000;20120810;;;;;;Sabiha;;;Sahakian;;;;V;00000000;;;0518;20120810;voe;;;;;00000000;20120810;;;;Sipan;;;Sahakian;;;;M;00000000;;;0518;20120810;voe;;;;;00000000;20120810;;0001;027;;;;0518;20190820;KB naturalisatie;;;;;20190815;20190820;;;04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20120801;;0;;;0006;20210506000000000;;;;;0518;20120801;W;;20120801;Koningskade;Koningskade;4;;;;2596AA;'s-Gravenhage;0518010000837535;0518200000837534;;;;;;;5054;20120801;I;;;;;;20120801;20120810;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PN;NYDR3JT52;20190902;B0518;20290902;;;;0518;20190905;Aanvraagformulier;;;;20190902;20190905;12;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;404;;;;;;;;;;20190815;20190820;;;54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PV;RYDF6GT63;20160117;B0518;20210117;20190815;R;;0518;20160117;Aanvraagformulier;;;;20190815;20190815;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0040;301;;;;0518;20180701;mededeling art 2.17;;;;;00000000;20180701;;;04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;404;;;;;;;;;;20190815;20190820;;;54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;411;;;;;;;;;;20180701;20180701;;;54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0000;311;;;;;;;;;;;00000000;20120810;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lg01_686;1348289848;999992545;Brigitte;;;Moulin;19231213;Avignon;5002;V;;;E;;;0518;19940501;PKA;;;;;19231213;19951001;;;;;;Lisette;;;Béamont;19020320;Clermont-Ferrand;5002;V;19231213;;;0518;19940501;PK;;;;;19231213;19940501;;;;Guîllaumé;;;Moulin;19030315;Toulon;5002;M;19231213;;;0518;19940501;PK;;;;;19231213;19940501;;;;404;;;;;;;;;;20150131;20150131;;;54;;;Jéan;;;Roussæx;19300101;Lille;5002;M;19920913;Lille;5002;;;;;H;;;0518;19940501;PK;;;;;19920913;19940501;05;;;;;;;;;;;;;;;;;;;;;19940501;0518;0;;;0008;20210719171500000;P;;;;0518;19920406;W;;20121230;Laan van Nieuw-O-Indië;Laan van Nieuw-Oost-Indië;25;;;;2593BJ;'s-Gravenhage;0518010000598254;0518200000598250;;;;;;;5002;19530406;I;;;;;;20121230;20121230;;;58;;;Hélène;;;Dumas;19500723;Narbonne;5002;;;0518;19940501;PK;;;;;19500723;19940501;;;;;;;;;;;;;;;;;;;;;;;;;PN;NW3J93L42;20201203;B0518;20301203;;;;0518;20201203;Aanvraagformulier reisdocument;;;;20201203;20201203;12;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0100;301;;;;0518;19940501;PK;;;;;19390301;19940501;;;04;;;Alain;;;Dumas;19221017;Angoulême;5002;M;;;;19900902;Parijs;5002;O;H;;;0518;19940501;PK;;;;;19900902;19940501;55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0518;19920406;W;;19920406;Van Wijngaerdenstraat;Van Wijngaerdenstraat;13;;;;2596TW;'s-Gravenhage;0518010000421011;0518200000421010;;;;;;;5002;19530406;T;;;;;;20111101;20111101;;;58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PN;NUHK6JJ37;20200228;B0518;20300228;20201203;I;;0518;20200228;Aanvraagformulier reisdocument;;;;20201203;20201203;12;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;404;;;;;;;;;;20150131;20150131;;;54;;;Alain;;;Dumas;19221017;Angoulême;5002;M;19480404;Narbonne;5002;;;;;H;;;0518;19940501;PK;;;;;19480404;19940501;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0518;19920406;W;;19920406;Van Wijngaerdenstraat;;13;;;;2596TW;;;;;;;;;;5002;19530406;A;;;;;;19920406;19940501;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NI;IXBLH1RJ1;20210525;B0518;20220525;;;;0518;20210525;Aanvraagformulier reisdocument;;;;20210525;20210525;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0057;301;;;;0518;19940501;PK;;;;;19231213;19940501;;;04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0001;027;;;;0518;19940501;PK;;;;;19910201;19940501;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lg01_522;4515107696;999990391;Klaas;;;Boersma;19280603;0298;6030;M;;;E;;;0518;19940930;PKA;;;;;00000000;19951001;;;;;;Clasina;;;Boersma;18981231;1235;6030;V;19280603;;;0518;19940920;PK;;;;;00000000;19940930;;;;;;;;;;;;;;;0518;19940930;PK;;;;;00000000;19940930;;0001;001;;;;0518;19940930;PK;;;;;00000000;19940930;;;;2386423961;999992521;Bertina;;;Verpalen;19291209;0298;6030;V;19520921;0298;6030;;;;;H;;;0518;19940930;PK;;;;;19520921;19951001;;19990712;0518;6030;0518;2AA0707;;;;;;;;19990712;19990713;;;;;19990712;O;19940930;0518;0;;;0002;20160901132009000;P;;;;0518;19850514;W;;19850514;Kijkduinsestraat;;801;;;;2554AA;;;;;;;;;;;;A;;;;;;19850514;19940930;;;;8674162325;999993665;Annemieke;;;Verpalen;19691205;0077;6030;;;0518;19940501;PK;;;;;19691205;19951001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lg01_702;1616714043;999997622;Danielle;;;Nolles;19770930;0207;6030;V;;;E;;;0207;19940501;PKA;;;;;19770930;19951001;;;;;;Daniëlla;;;Nolles;19570930;0207;6030;V;19770930;;;0207;19940501;PK;;;;;19770930;19940501;;;;;;;;;;;;;;;0207;19940501;PK;;;;;19770930;19940501;;0001;001;;;;0207;19940501;PK;;;;;19770930;19940501;;;;1326437963;999993525;Koos;;;Smit;19751118;0218;6030;M;;;;20200601;1955;6030;S;H;0218;30B1017;;;;;;;;20200601;20200606;55;;;;;;;;;;;;;;;;;;;;;19940501;0207;0;;;0005;20200709123500000;P;;;;0518;20200709;W;;20200709;Visafslagweg;Visafslagweg;20;;;;2583DM;'s-Gravenhage;0518010000100001;0518200000100001;;;;;;;;;I;;;;;;20200709;20200709;;;58;4954712147;999994529;Chantal;;;Smit;19990727;0218;6030;;;0218;19990729;Melding Minister van Financiën;;;;;19990729;19990729;;59;;;;;;;;;;;;1;1955;20090803;kennisgeving curateleregister;;;;;20090803;20090803;;;;;;;;;1;0000;00000000;signaleringslijst;;;;20090803;20090803;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1326437963;999993525;Koos;;;Smit;19751118;0218;6030;M;19981012;0218;6030;;;;;H;0218;30A1017;;;;;;;;19981012;19981012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1955;20050101;W;Didam;20050101;Wehlseweg;Wehlseweg;42;;;;6941DM;Didam;1955010000040150;1955200000042154;;;;;;;;;T;;;;;;20111107;20111107;;;58;4954712147;;Chantal;;;Smit;19990727;0218;6030;0218;10A0718;;;;;;;;19990727;19990727;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1955;20050101;W;Didam;20050101;Wehlseweg;;42;;;;6941DM;;;;;;;;;;;;W;;;;;;20050101;20050101;;;58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0218;19981012;W;;19981012;Wehlseweg;;42;;;;6941DM;;;;;;;;;;;;I;;;;;;19981012;19981012;;;58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0207;19770930;W;;19770930;Bovendorpsstraat;;13;;;;7038CH;;;;;;;;;;;;A;;;;;;19770930;19940501;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lg01_596;1867560470;999994396;Eisa;;von;Thursen;20000505;0530;6030;V;;;E;0530;1AA0049;;;;;;;;20000505;20000505;;;;1684203947;999991784;Audumla;;de;Jotun;19650101;0530;6030;V;20000505;0530;1AA0049;;;;;;;;20000505;20000505;;3597657409;999995248;Ymir;;von;Thursen;19600101;0530;6030;M;20000505;0530;1AA0049;;;;;;;;20000505;20000505;;0001;017;;;;;;;;;;;20000505;20000505;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20000505;;0;;;0004;20160901123600000;;;;;0530;20000505;W;;20000505;Cronus;;555;;;;3225TD;;;;;;;;;;;;A;;;;;;20000505;20000505;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lg01_411;7832072960;999992259;Dennis;;;Schieland;19990131;1904;6030;M;;;E;1904;10A0603;;;;;;;;19990131;19990202;;;;;;Lisette;;van der;Berg;19520320;Clermont-Ferrand;5002;V;19990131;1904;10A0603;;;;;;;;19990131;19990202;;;;Franciscus;;;Schieland;19731205;1810;6030;M;19990202;1904;10B0602;;;;;;;;19990202;19990202;;0001;017;;;;;;;;;;;20000324;20000325;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19990131;1810;0;;;0008;11111111153015000;P;;;;1810;20000610;W;;20000610;Van Wijngaerdenstraat;Van Wijngaerdenstraat;1;;;;2596TW;Toetsoog;1810010010001001;1810200010001001;;;;;;;;;T;;;;;;20000610;20000610;;;58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1810;19990131;W;;19990131;Van Wijngaerdenstraat;;1;;;;2596TW;;;;;;;;;;;;A;;;;;;19990131;19990131;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
